Energy_DPMD (eV),x,y,z
-45580.22417,4.0,9.0,9.7
-45583.75119,5.7,5.0,8.8
-45580.02405,6.0,8.7,8.8
-45581.88848,6.1,5.2,10.1
-45580.01713,6.2,8.6,10.1
-45583.04289,6.3,5.3,8.8
-45580.24521,6.6,12.8,9.7
-45579.9191,7.3,6.4,9.7
-45580.05317,8.3,9.6,9.7
-45580.72465,8.8,8.9,9.2
-45580.09736,9.2,9.8,10.1
-45579.95242,3.7,10.1,10.1
-45580.26986,4.2,9.1,9.2
-45580.24855,5.8,12.6,9.7
-45580.06086,5.9,9.3,9.2
-45580.2213,6.5,9.0,9.2
-45580.7325,6.7,12.4,9.2
-45579.93626,7.1,11.8,9.7
-45583.29466,7.2,4.9,8.8
-45579.9905,7.9,5.6,10.1
-45579.94985,3.2,10.0,10.2
-45580.96487,3.3,9.3,9.1
-45580.07807,5.0,12.7,9.1
-45579.94285,5.4,9.2,9.1
-45580.02067,5.5,12.7,9.8
-45580.01078,5.6,11.8,9.1
-45580.2132,6.0,12.4,9.8
-45580.9598,6.2,12.5,9.1
-45580.16909,6.3,12.9,9.8
-45580.09108,6.8,9.1,9.1
-45580.33957,7.4,5.7,10.2
-45581.87308,7.7,4.8,8.7
-45579.95014,3.4,6.3,9.8
-45580.24126,4.8,6.0,9.8
-45583.04936,5.2,5.1,8.7
-45580.87432,6.1,12.8,9.1
-45583.27567,6.6,5.2,8.7
-45579.92281,6.7,8.7,10.2
-45580.30005,8.5,8.8,9.1
-45580.20444,8.6,9.7,9.8
-45580.07237,3.7,8.4,8.7
-45580.28347,4.1,9.0,9.5
-45582.09593,4.9,5.3,8.7
-45580.56666,5.3,6.2,9.8
-45579.98475,5.9,6.8,9.8
-45580.48489,5.9,12.6,9.5
-45581.36379,6.7,6.1,9.8
-45580.40639,6.7,12.8,9.5
-45581.17779,7.0,5.0,10.2
-45580.06555,7.0,11.8,9.5
-45580.68659,7.1,6.3,9.1
-45579.99649,7.3,4.9,10.6
-45582.05015,5.3,4.9,9.8
-45579.93222,5.5,6.9,9.5
-45580.29183,5.6,5.0,10.6
-45580.91506,5.7,6.3,9.5
-45582.78783,5.8,5.6,9.1
-45580.3684,6.2,5.3,10.6
-45582.03241,6.3,6.0,9.5
-45583.49191,7.1,4.8,9.1
-45580.31769,7.2,6.4,9.5
-45579.96827,8.2,9.6,9.5
-45580.34149,3.6,8.2,9.8
-45580.74408,4.8,5.5,9.8
-45581.05908,4.9,5.8,8.7
-45579.93136,5.9,8.3,9.8
-45580.16689,6.5,6.6,10.2
-45582.50751,6.7,5.4,9.8
-45580.06336,7.0,6.5,10.2
-45579.91685,8.1,8.7,9.8
-45579.95815,8.4,9.0,10.2
-45580.06217,3.2,9.5,10.2
-45580.59657,3.3,9.8,9.1
-45580.52398,5.6,13.2,8.7
-45580.74794,6.2,13.1,8.7
-45583.29112,6.3,5.5,9.5
-45581.0703,7.6,5.0,9.8
-45580.92246,8.0,5.2,9.1
-45579.95557,8.2,5.3,9.8
-45580.17461,8.3,8.6,9.1
-45579.94888,8.8,7.9,9.8
-45580.65621,3.2,8.3,9.5
-45580.36053,4.4,5.4,9.5
-45581.68302,5.1,5.7,9.5
-45583.51002,5.7,4.8,9.5
-45580.10347,6.2,5.8,10.6
-45582.66876,7.2,5.1,9.5
-45580.671,9.2,8.5,9.6
-45580.07557,3.7,8.2,9.6
-45581.27834,4.9,5.5,9.6
-45582.33712,5.2,4.9,9.6
-45579.92116,5.3,6.4,10.5
-45583.12816,6.6,5.4,9.6
-45580.15346,6.7,5.9,10.5
-45580.22836,7.2,6.2,8.8
-45581.20801,7.7,5.0,9.6
-45579.95213,8.3,5.3,9.6
-45580.05022,3.5,10.6,9.7
-45580.19093,3.6,9.9,9.2
-45580.07168,3.7,9.4,10.1
-45579.92858,4.1,8.8,8.8
-45579.95092,4.3,8.9,10.1
-45579.96202,6.4,8.8,10.1
-45580.80128,6.7,13.0,8.8
-45579.94471,7.0,12.0,8.8
-45581.96305,7.3,5.1,9.7
-45580.34306,8.6,8.7,9.2
-45580.54884,3.3,8.3,9.7
-45580.35854,4.5,5.4,9.7
-45579.96856,4.8,13.1,8.8
-45581.14123,5.0,5.7,9.7
-45582.57226,5.5,5.7,9.2
-45582.89296,5.6,4.8,9.7
-45583.61615,6.0,5.4,9.2
-45581.13586,6.1,5.9,10.1
-45580.02654,6.8,6.7,10.1
-45580.23585,7.4,12.7,8.8
-45580.16072,9.2,9.3,10.1
-45580.0206,3.3,8.9,10.3
-45580.11324,3.8,9.6,9.0
-45580.70881,5.7,13.0,9.0
-45580.48898,6.0,12.0,9.0
-45579.91139,6.1,11.3,9.9
-45582.8999,6.2,5.5,9.7
-45580.46948,7.6,6.1,9.0
-45580.12504,8.9,9.1,10.1
-45580.25749,9.2,7.9,9.9
-45579.91438,3.2,10.4,9.4
-45580.10857,3.7,8.0,9.9
-45579.98662,4.2,5.6,9.4
-45580.95388,4.9,4.9,9.9
-45581.85819,5.3,5.8,9.0
-45580.01009,5.8,6.7,10.3
-45580.29962,7.1,5.9,10.3
-45580.41862,7.2,12.9,9.0
-45580.64722,7.7,5.2,9.9
-45580.50597,8.1,5.0,9.4
-45580.35335,8.9,8.5,9.9
-45581.28788,5.2,5.5,9.9
-45580.13659,5.7,4.9,10.7
-45581.80904,5.7,5.4,10.0
-45584.08791,6.1,4.8,9.3
-45580.11258,6.3,5.4,10.7
-45579.95481,6.4,8.2,9.9
-45582.87107,6.5,5.7,9.4
-45582.62414,6.6,4.8,9.9
-45583.00819,7.0,5.4,9.4
-45580.12356,9.2,10.2,9.3
-45580.25764,3.2,8.1,10.0
-45579.96332,4.4,4.8,10.0
-45580.81992,4.7,5.7,9.3
-45579.95213,5.5,6.6,10.4
-45580.8084,5.6,5.9,8.9
-45580.06428,6.0,6.5,10.4
-45582.41518,6.3,4.9,10.0
-45582.98401,6.8,5.6,9.3
-45580.20926,8.9,10.0,9.3
-45580.33555,3.5,9.7,8.9
-45579.9768,4.0,9.4,8.9
-45579.94632,4.1,9.9,10.0
-45580.35908,5.2,13.1,8.9
-45580.66138,6.6,13.2,8.9
-45580.32291,7.1,12.2,8.9
-45581.29578,7.2,5.3,10.0
-45581.17098,7.3,6.0,8.9
-45579.95673,7.3,8.6,9.3
-45580.05525,8.4,8.4,10.0
-45580.30309,9.1,8.7,10.0
-45580.75419,3.6,9.3,9.2
-45580.21323,4.0,9.1,9.7
-45580.23667,4.2,9.0,9.2
-45580.23607,5.8,12.7,9.7
-45580.22244,6.6,12.9,9.7
-45580.18659,3.2,8.4,8.8
-45579.9797,3.7,10.0,10.1
-45580.5858,4.4,5.3,8.8
-45580.12253,5.9,9.2,9.2
-45581.23741,6.0,6.0,9.2
-45581.67224,6.2,6.1,9.7
-45580.17836,6.5,9.1,9.2
-45580.74216,6.7,12.5,9.2
-45579.97424,7.1,11.9,9.7
-45583.22734,7.2,4.8,8.8
-45579.9667,7.9,5.7,10.1
-45579.98648,3.3,6.9,9.7
-45579.92238,4.5,8.6,10.1
-45581.09706,5.6,6.2,9.7
-45583.70161,5.7,5.1,8.8
-45579.96698,6.0,8.6,8.8
-45581.81386,6.1,5.3,10.1
-45579.99458,6.2,8.7,10.1
-45583.47785,6.3,5.2,8.8
-45580.02394,8.3,9.7,9.7
-45580.67915,8.8,8.8,9.2
-45580.07403,9.2,9.9,10.1
-45580.14617,4.9,6.1,9.6
-45580.28444,5.2,6.3,9.6
-45580.13953,5.4,12.6,9.6
-45580.43533,6.1,12.5,9.6
-45580.39516,6.2,12.8,9.6
-45579.91217,6.5,7.9,10.5
-45581.92981,6.6,6.0,9.6
-45580.49579,6.7,5.3,10.5
-45579.92461,7.3,13.2,9.6
-45580.39201,8.7,9.6,9.6
-45580.28418,5.3,5.0,10.5
-45580.01872,5.5,6.8,9.5
-45580.26636,5.6,5.1,10.6
-45581.20948,5.7,6.2,9.5
-45580.47275,5.9,12.7,9.5
-45580.4143,6.2,5.2,10.6
-45581.73089,6.3,6.1,9.5
-45580.10562,7.0,11.9,9.5
-45579.99907,7.3,4.8,10.6
-45580.20809,3.7,8.5,8.7
-45580.27316,4.1,9.1,9.5
-45580.02567,4.8,6.1,9.8
-45582.21692,4.9,5.2,8.7
-45583.08843,5.2,5.0,8.7
-45582.82712,6.6,5.3,8.7
-45581.55962,6.7,6.0,9.8
-45579.94069,6.7,8.6,10.2
-45580.3786,6.7,12.9,9.5
-45581.13785,7.0,5.1,10.2
-45580.18661,7.2,6.5,9.5
-45580.34854,8.5,8.9,9.1
-45580.21667,8.6,9.6,9.8
-45580.28942,5.3,6.3,9.8
-45580.03734,5.5,12.6,9.8
-45580.20479,5.6,11.9,9.1
-45580.21006,6.0,12.5,9.8
-45580.93701,6.2,12.4,9.1
-45580.13303,6.8,9.0,9.1
-45580.90345,7.1,6.2,9.1
-45581.90019,7.7,4.9,8.7
-45579.91899,3.2,10.1,10.2
-45580.98652,3.3,9.2,9.1
-45580.05856,5.0,12.6,9.1
-45583.43942,5.6,5.3,8.9
-45580.95795,6.0,5.1,10.4
-45580.82244,6.1,12.9,9.1
-45580.19088,6.3,12.8,9.8
-45580.39551,7.4,5.6,10.2
-45579.91037,8.0,5.8,9.1
-45580.09205,3.2,7.5,10.0
-45581.07209,4.5,5.1,8.9
-45581.04007,5.7,6.0,10.0
-45580.84331,6.1,6.2,9.3
-45583.98742,6.2,5.0,8.9
-45579.91298,6.3,6.0,10.7
-45580.78148,6.3,6.3,10.0
-45580.09726,6.4,9.3,9.3
-45580.71808,8.9,9.4,9.3
-45580.92875,9.2,8.8,9.3
-45580.67028,3.7,9.1,9.3
-45580.03197,4.1,9.3,10.0
-45580.19983,4.3,9.2,9.3
-45580.15919,5.2,12.4,9.3
-45580.20748,5.8,9.0,9.3
-45580.0016,6.5,12.6,10.0
-45580.45781,6.6,11.9,9.3
-45580.32284,7.1,12.9,9.3
-45580.74833,7.2,5.9,10.0
-45582.72469,7.3,5.4,8.9
-45579.95526,8.5,8.3,8.9
-45580.90079,3.2,9.0,9.4
-45579.96371,4.6,9.3,9.4
-45579.9376,5.6,12.9,9.9
-45580.49378,5.7,12.5,9.4
-45579.99414,6.9,9.2,9.4
-45580.34516,7.7,5.8,9.9
-45580.08389,9.2,7.3,9.9
-45579.98817,3.5,8.6,10.3
-45582.05331,4.8,5.0,9.0
-45580.02211,5.5,9.1,9.4
-45580.07813,6.1,11.9,9.9
-45580.38821,6.3,11.8,9.4
-45581.04713,6.6,6.2,9.9
-45580.00718,6.8,12.7,9.9
-45581.57082,7.0,6.0,9.4
-45581.83178,7.6,5.5,9.0
-45580.44403,8.2,4.8,9.0
-45579.93025,4.0,8.5,10.3
-45580.06061,4.2,8.4,9.0
-45580.5649,5.2,6.1,9.9
-45583.29351,5.3,5.2,9.0
-45580.16134,6.4,6.8,9.9
-45583.96899,6.7,5.1,9.0
-45580.01814,7.0,8.6,9.0
-45580.1316,7.2,12.2,9.4
-45580.23705,8.4,9.5,9.4
-45580.18419,3.7,8.1,9.9
-45580.96997,4.9,4.8,9.9
-45581.59284,5.3,5.9,9.0
-45580.05917,5.8,6.6,10.3
-45580.67546,7.1,5.3,10.3
-45580.3704,7.1,5.8,10.3
-45580.42582,7.2,12.8,9.0
-45579.92946,9.0,10.8,9.9
-45580.72048,9.1,9.6,9.4
-45580.02214,3.3,8.8,10.3
-45581.36218,5.2,5.4,9.9
-45580.01509,6.4,8.3,9.9
-45583.12769,6.5,5.6,9.4
-45582.60192,6.6,4.9,9.9
-45582.86608,7.0,5.5,9.4
-45580.66221,7.6,6.0,9.0
-45580.6569,5.7,13.1,9.0
-45580.6116,6.0,12.1,9.0
-45579.95157,6.3,11.3,9.4
-45580.69047,6.3,13.2,9.0
-45580.62284,7.7,5.3,9.9
-45580.48742,8.1,5.1,9.4
-45580.34803,8.9,8.4,9.9
-45580.21547,9.2,7.8,9.9
-45580.55001,3.5,9.6,8.9
-45579.9643,4.1,9.8,10.0
-45580.08992,4.9,13.2,8.9
-45580.37391,5.2,13.0,8.9
-45580.47571,7.1,12.3,8.9
-45581.34939,7.2,5.2,10.0
-45580.89215,7.3,6.1,8.9
-45579.9241,7.3,8.7,9.3
-45580.08032,8.4,8.5,10.0
-45580.30993,9.1,8.6,10.0
-45580.22569,3.2,8.0,10.0
-45579.96601,4.4,4.9,10.0
-45581.03593,4.7,5.6,9.3
-45579.92263,5.5,6.7,10.4
-45581.24051,5.6,5.8,8.9
-45580.14044,5.7,4.8,10.7
-45581.71047,5.7,5.5,10.0
-45584.11857,6.1,4.9,9.3
-45582.43965,6.3,4.8,10.0
-45580.07347,6.3,5.5,10.7
-45582.71864,6.8,5.7,9.3
-45579.92813,7.7,12.9,8.9
-45580.01125,8.9,10.1,9.3
-45579.93896,9.2,10.3,9.3
-45581.83587,5.1,5.6,9.5
-45579.91818,5.6,6.4,10.6
-45583.50319,5.7,4.9,9.5
-45580.09886,6.0,6.4,10.4
-45583.44878,6.3,5.4,9.5
-45582.70746,7.2,5.0,9.5
-45580.55023,3.2,8.2,9.5
-45580.07511,3.2,9.4,10.2
-45580.45554,3.3,9.9,9.1
-45579.92425,3.8,10.6,9.8
-45580.31194,4.4,5.5,9.5
-45580.15407,6.1,12.3,8.7
-45580.05636,6.2,5.9,10.6
-45580.84472,6.2,13.0,8.7
-45581.0465,7.6,5.1,9.8
-45580.85258,8.0,5.3,9.1
-45579.9604,8.2,5.2,9.8
-45580.1827,8.3,8.7,9.1
-45580.39437,3.6,8.3,9.8
-45580.79675,4.8,5.4,9.8
-45580.84573,4.9,5.9,8.7
-45582.06537,5.3,4.8,9.8
-45582.353,5.8,5.7,9.1
-45580.10048,6.5,6.7,10.2
-45582.391,6.7,5.5,9.8
-45580.124,7.0,6.4,10.2
-45583.51798,7.1,4.9,9.1
-45579.94934,8.4,9.1,10.2
-45580.51175,3.3,8.2,9.7
-45580.3196,4.5,5.5,9.7
-45581.23907,5.0,5.6,9.7
-45582.8408,5.5,5.6,9.2
-45582.87801,5.6,4.9,9.7
-45583.33336,6.0,5.5,9.2
-45581.2703,6.1,5.8,10.1
-45580.12575,6.8,6.6,10.1
-45580.17056,9.2,9.2,10.1
-45580.06152,3.7,9.5,10.1
-45579.96079,4.3,8.8,10.1
-45580.39351,5.3,13.2,8.8
-45583.02859,6.2,5.4,9.7
-45579.93341,6.4,8.9,10.1
-45580.72669,6.7,13.1,8.8
-45580.20371,7.4,12.6,8.8
-45580.13599,8.9,9.0,10.1
-45580.00038,3.5,10.7,9.7
-45580.39467,3.6,9.8,9.2
-45580.20416,3.7,8.3,9.6
-45579.9547,4.8,13.0,8.8
-45581.35115,4.9,5.4,9.6
-45582.34735,5.2,4.8,9.6
-45582.99135,6.6,5.5,9.6
-45580.20795,6.7,5.8,10.5
-45580.07086,7.0,12.1,8.8
-45581.99987,7.3,5.0,9.7
-45580.30396,8.6,8.6,9.2
-45580.94815,4.9,5.9,9.1
-45580.3644,5.8,5.7,8.7
-45579.97144,5.9,8.2,10.2
-45579.96128,6.5,8.1,10.2
-45581.15969,6.7,5.5,10.2
-45583.30287,7.1,4.9,8.7
-45581.18162,7.7,5.1,9.6
-45579.96165,8.3,5.2,9.6
-45580.12677,8.4,9.1,9.8
-45580.64742,9.2,8.4,9.6
-45580.04761,3.6,8.3,10.2
-45580.16842,4.8,5.4,10.2
-45580.13498,5.2,6.5,9.1
-45581.00531,5.3,4.8,10.2
-45580.10078,5.7,12.1,9.8
-45580.22235,6.3,12.2,9.8
-45580.25576,6.5,6.7,9.8
-45581.81374,6.6,5.8,9.1
-45580.28233,7.0,6.4,9.8
-45580.3334,7.6,5.1,10.2
-45580.6766,8.0,5.3,8.7
-45579.95301,8.8,7.8,10.2
-45580.09681,6.0,13.1,9.8
-45580.8788,6.1,12.3,9.1
-45580.7767,6.2,13.0,9.1
-45579.95782,6.9,8.8,9.8
-45579.91422,8.1,8.6,10.2
-45580.44843,3.2,9.4,9.8
-45580.63356,3.3,9.4,9.6
-45580.55188,3.6,9.5,9.5
-45580.09447,4.2,8.8,9.5
-45580.02289,5.3,12.0,9.5
-45579.98089,5.4,5.6,10.6
-45579.98175,5.9,9.4,9.5
-45582.58434,6.0,5.8,9.5
-45580.25567,6.1,5.5,10.6
-45580.21273,6.5,8.9,9.5
-45580.4208,6.7,12.3,9.5
-45580.24489,6.9,6.6,9.5
-45579.97048,7.7,6.2,9.1
-45580.55366,8.8,9.0,9.5
-45580.01986,4.3,8.8,9.7
-45580.28313,5.3,13.2,9.2
-45580.19117,5.6,12.1,9.6
-45580.30405,5.9,5.7,10.5
-45579.92437,6.1,9.6,9.6
-45580.30007,6.1,13.1,9.6
-45580.41097,6.2,12.2,9.6
-45580.16247,6.4,6.7,9.6
-45580.58243,6.7,13.1,9.2
-45580.04949,6.8,8.8,9.6
-45580.44799,7.0,4.9,10.5
-45580.32183,7.1,6.4,9.6
-45579.91881,7.9,9.2,9.6
-45580.29437,8.5,9.1,9.6
-45580.38162,3.7,9.5,9.7
-45580.24718,4.1,8.9,9.2
-45579.91308,5.8,9.4,9.7
-45580.14324,6.4,8.9,9.7
-45580.2793,6.6,12.3,9.7
-45580.41381,7.0,12.1,9.2
-45580.78027,7.2,6.3,9.2
-45581.00699,7.3,5.0,10.1
-45580.26319,8.6,8.6,8.8
-45580.17607,3.3,8.2,10.1
-45579.94153,4.5,5.5,10.1
-45580.49402,5.0,5.6,10.1
-45580.24727,5.7,6.4,9.2
-45582.34578,6.1,5.8,9.7
-45581.61621,6.3,5.9,9.2
-45580.14306,6.8,6.6,9.7
-45580.47172,8.9,9.0,9.7
-45580.56708,9.2,9.2,9.7
-45582.07577,5.5,5.6,8.8
-45581.65815,5.6,4.9,10.1
-45580.38457,5.7,13.1,9.4
-45581.82738,6.0,5.5,8.8
-45581.74279,6.2,5.4,10.1
-45580.10742,7.4,12.6,9.2
-45580.39854,3.3,8.8,9.9
-45580.382,3.8,9.7,9.4
-45580.09868,6.2,12.0,9.9
-45580.45749,6.3,13.2,9.4
-45580.42307,7.6,6.0,9.4
-45580.01549,7.7,5.3,10.3
-45580.71666,8.1,5.1,9.0
-45579.96763,8.9,8.4,10.3
-45579.92505,3.7,8.1,10.3
-45579.95967,4.1,8.3,9.0
-45580.24879,4.9,4.8,10.3
-45581.63491,5.3,5.9,9.4
-45580.00901,5.6,12.3,9.9
-45580.30935,5.8,6.6,9.9
-45579.92818,5.8,8.0,10.3
-45580.55203,6.0,12.1,9.4
-45582.30332,6.5,5.6,9.0
-45581.27671,6.6,4.9,10.3
-45580.63003,6.7,6.4,9.4
-45582.94155,7.0,5.5,9.0
-45581.21614,7.1,5.8,9.9
-45580.17588,7.2,12.8,9.4
-45580.00264,7.6,8.6,9.0
-45580.1355,8.5,9.3,9.9
-45579.96658,3.2,6.6,10.0
-45581.04663,4.7,5.6,8.9
-45579.94773,4.9,13.2,9.3
-45580.44438,5.2,5.4,10.3
-45582.38607,5.6,5.8,9.3
-45580.58029,5.7,5.5,10.4
-45579.92275,6.0,5.9,10.7
-45580.60045,6.0,6.4,10.0
-45583.90103,6.1,4.9,8.9
-45581.0892,6.3,4.8,10.4
-45579.95833,6.4,8.3,10.3
-45581.67327,6.8,5.7,8.9
-45580.30734,7.1,12.3,9.3
-45580.18093,8.8,9.2,10.0
-45579.91636,9.1,8.6,10.4
-45580.31025,4.0,9.5,9.3
-45579.97622,4.2,9.4,10.0
-45580.16175,5.2,13.0,9.3
-45579.99325,5.9,8.8,10.0
-45579.96852,6.7,12.1,10.0
-45580.39952,7.2,5.2,10.4
-45580.96843,7.3,6.1,9.3
-45580.69006,3.5,9.6,9.3
-45580.22773,3.6,8.9,10.0
-45580.0332,3.6,10.2,10.0
-45580.31806,5.2,12.4,8.9
-45580.04891,5.8,9.0,8.9
-45580.107,6.6,11.9,8.9
-45582.55559,7.3,5.4,9.3
-45580.68711,3.7,9.1,8.9
-45583.46033,5.6,5.3,9.3
-45579.97344,5.7,8.6,10.0
-45580.1321,5.8,11.6,9.3
-45580.16703,6.0,5.2,10.7
-45584.1247,6.2,5.0,9.3
-45580.56072,7.1,12.9,8.9
-45580.08447,7.2,5.9,10.4
-45580.7034,8.9,9.4,8.9
-45580.18364,3.8,8.7,10.0
-45580.90753,4.5,5.1,9.3
-45579.93573,4.7,8.5,9.3
-45580.23506,5.7,6.0,10.4
-45582.26363,6.0,5.1,10.0
-45579.92318,6.0,7.7,10.4
-45580.14407,6.3,6.3,10.4
-45580.09859,8.8,9.9,10.0
-45580.89294,9.2,8.8,8.9
-45580.37786,3.5,8.6,9.9
-45580.14613,4.0,8.5,9.9
-45581.63134,4.8,5.0,9.4
-45579.92826,4.9,6.3,10.3
-45580.08109,5.2,6.1,10.3
-45582.8789,5.3,5.2,9.4
-45580.00866,6.4,6.8,10.3
-45580.01956,6.5,8.5,9.4
-45580.30223,6.6,6.2,10.3
-45583.70305,6.7,5.1,9.4
-45581.12715,7.0,6.0,9.0
-45581.73637,7.1,5.3,9.9
-45580.23323,7.2,12.2,9.0
-45580.07613,8.5,9.8,9.9
-45580.73837,9.1,9.6,9.0
-45581.00121,3.2,9.0,9.0
-45580.05464,6.0,11.4,9.4
-45579.99102,6.2,11.5,9.9
-45581.51946,7.6,5.5,9.4
-45579.9189,7.7,5.8,10.3
-45579.98446,8.8,8.2,9.4
-45580.12715,3.3,10.3,9.9
-45579.97131,5.5,9.1,9.0
-45580.80298,5.7,12.5,9.0
-45580.16186,6.3,11.8,9.0
-45580.09917,6.6,8.6,9.6
-45579.94384,6.9,9.2,9.0
-45579.98608,7.0,6.2,10.5
-45582.65981,7.1,5.1,9.6
-45580.17841,8.0,4.9,9.9
-45580.29353,8.2,4.8,9.4
-45579.92141,9.0,10.7,9.6
-45580.606,3.2,8.4,9.2
-45579.96563,3.3,6.9,10.1
-45580.37474,3.3,10.1,9.6
-45580.63069,4.4,5.3,9.2
-45580.03862,5.5,8.5,9.2
-45580.49547,5.6,6.2,10.1
-45580.08653,6.0,8.6,9.2
-45580.87472,6.2,6.1,10.1
-45584.03911,6.3,5.2,9.2
-45581.35409,7.5,5.6,9.6
-45580.35309,8.0,5.5,9.6
-45580.53921,8.8,8.8,8.8
-45580.07963,8.9,10.5,9.7
-45580.66941,3.6,9.3,8.8
-45580.30057,3.7,10.0,9.7
-45580.03255,4.0,9.1,10.1
-45583.88201,5.7,5.1,9.2
-45583.10976,6.1,5.3,9.7
-45580.19087,6.2,8.7,9.7
-45580.36128,6.5,11.7,9.2
-45580.78918,6.7,12.5,8.8
-45583.21415,7.2,4.8,9.2
-45580.3199,7.9,5.7,9.7
-45580.44174,9.2,9.9,9.7
-45580.29195,3.2,10.1,9.8
-45580.72664,3.3,9.2,8.7
-45580.89862,6.1,12.9,8.7
-45580.41907,6.2,12.4,8.7
-45579.94964,6.5,9.1,8.8
-45581.18399,7.4,5.6,9.8
-45581.90491,7.7,4.9,9.1
-45580.04673,8.1,5.5,9.8
-45580.0716,8.3,5.4,9.1
-45580.02479,9.2,8.2,9.1
-45579.96507,4.8,6.1,10.2
-45580.09146,5.0,12.6,8.7
-45583.14576,5.2,5.0,9.1
-45580.11647,5.3,6.3,10.2
-45583.75752,6.6,5.3,9.1
-45580.02827,6.7,8.6,9.8
-45582.31526,7.0,5.1,9.8
-45579.93105,8.6,9.6,10.2
-45580.37383,3.6,10.0,9.5
-45580.39181,3.7,8.5,9.1
-45582.22019,4.9,5.2,9.1
-45580.94434,5.2,7.6,8.7
-45579.9608,5.9,6.9,10.2
-45580.64439,6.7,6.0,10.2
-45580.65427,7.8,5.7,9.5
-45580.00689,9.1,10.7,9.8
-45583.52617,6.0,5.3,9.5
-45580.01339,6.1,6.0,10.6
-45580.26167,6.3,8.7,9.5
-45579.91067,4.4,9.5,9.4
-45580.01667,5.1,13.1,9.4
-45580.32711,5.5,12.3,9.4
-45580.15736,5.7,8.9,9.4
-45580.05305,6.3,9.4,9.4
-45580.28513,6.9,12.0,9.4
-45582.65914,7.4,5.3,9.0
-45579.99753,8.2,8.4,9.0
-45580.02473,9.2,8.7,10.3
-45580.3124,3.3,9.7,9.9
-45579.98288,3.5,7.2,9.9
-45580.50733,3.8,8.8,9.4
-45584.06704,6.5,4.9,9.0
-45580.84223,6.6,5.6,10.3
-45579.92197,6.8,13.2,9.9
-45580.40875,7.5,6.0,9.9
-45580.46958,8.6,9.3,9.4
-45580.32908,9.0,9.1,9.9
-45580.03281,4.9,5.7,10.3
-45580.23382,5.3,6.6,9.4
-45581.52573,5.8,5.9,9.9
-45583.32412,5.9,5.4,9.0
-45579.94145,7.2,9.0,9.4
-45580.27429,4.2,4.8,9.0
-45581.7545,4.7,4.9,8.9
-45581.33327,5.0,5.8,9.3
-45580.12244,5.1,5.5,10.4
-45581.13679,5.5,5.8,10.0
-45580.14306,5.6,6.7,9.3
-45579.91142,6.0,8.3,10.4
-45581.61865,6.1,5.6,8.9
-45580.56665,6.3,5.7,10.4
-45580.7681,6.4,6.4,9.9
-45583.70848,6.8,4.8,8.9
-45580.21085,6.9,6.5,10.0
-45579.95514,7.5,12.5,9.3
-45579.93382,7.7,9.1,9.3
-45580.29658,8.3,9.2,9.3
-45580.81519,3.5,8.9,9.3
-45580.16357,3.6,9.6,10.0
-45579.91863,5.2,8.8,9.3
-45582.77959,5.4,5.5,8.9
-45580.59937,5.8,12.2,9.3
-45579.92274,5.9,13.0,10.0
-45580.65893,6.4,12.1,9.3
-45579.92883,6.6,9.5,9.3
-45579.96023,7.8,6.1,10.0
-45581.23708,7.9,5.2,8.9
-45580.34089,8.7,8.5,8.9
-45580.0111,3.4,7.0,9.8
-45580.03938,4.3,5.4,8.7
-45580.57695,5.3,5.7,10.2
-45583.14446,5.8,4.8,8.7
-45580.61596,5.9,6.5,9.8
-45581.16312,6.4,5.5,8.7
-45582.07068,6.5,5.8,9.8
-45581.84283,7.1,5.6,8.7
-45580.66758,8.7,9.1,9.1
-45580.42204,9.1,9.3,9.8
-45579.92764,3.6,6.4,9.8
-45580.41646,3.9,9.4,9.1
-45579.99478,4.5,8.9,9.1
-45580.30713,5.4,12.1,9.1
-45580.07396,6.0,8.9,9.8
-45580.20251,6.2,8.8,9.1
-45580.63835,6.8,12.2,9.1
-45579.9932,6.9,13.0,9.8
-45580.157,7.4,6.2,9.8
-45582.49086,7.5,5.1,8.7
-45580.05449,8.8,8.7,10.2
-45579.94561,4.2,9.7,9.5
-45580.32237,4.6,5.8,9.5
-45580.17363,5.4,4.9,10.6
-45580.58785,5.5,6.4,9.5
-45580.06505,6.0,6.7,9.5
-45580.37786,6.5,13.1,9.5
-45580.18721,6.8,5.4,10.6
-45582.01675,6.9,5.9,9.5
-45580.09115,8.1,9.1,9.5
-45580.33385,5.9,13.2,9.5
-45580.20077,6.1,8.9,9.6
-45580.22169,6.8,13.0,9.6
-45580.0548,7.4,5.1,10.5
-45580.04623,7.5,6.2,9.6
-45579.98247,9.2,6.3,9.6
-45580.06197,3.5,9.8,10.1
-45580.48224,5.8,6.5,9.6
-45580.7287,5.9,4.8,10.5
-45580.58091,5.9,12.0,9.2
-45582.50624,6.4,5.8,9.6
-45580.44863,6.5,5.5,10.5
-45580.80559,6.5,12.3,9.2
-45580.20744,6.7,8.9,9.2
-45580.17994,7.0,5.6,10.5
-45579.98006,7.3,12.7,9.6
-45581.60982,7.8,5.0,8.8
-45580.06374,8.5,8.6,10.1
-45580.18464,9.0,8.5,10.1
-45580.57282,9.0,9.3,9.6
-45580.8256,3.4,9.5,9.2
-45579.91912,4.3,9.7,9.7
-45580.44625,4.7,5.8,9.7
-45579.94798,4.8,8.8,9.2
-45580.33871,5.1,6.4,9.2
-45583.5971,5.5,4.9,8.8
-45581.21511,5.6,5.6,10.1
